2025-04-04 07:46:11,650 | trial1_schema10_db   | INFO     | Logging to /home/evangebo/Repositories/cse584/data/experiments/baseline (2025-04-04 00:28:21)/trial1_schema10_db.log
2025-04-04 07:46:26,822 | trial1_schema10_db   | INFO     | Loaded dataset: Dataset(name="sift", num_base_vecs=5,000,000, num_query_vecs=0, d=128, datatype=FLOAT32)
2025-04-04 07:46:26,822 | trial1_schema10_db   | INFO     | Using range partitioner with partitions: [(0, 99), (100, 199), (200, 299), (300, 399), (400, 499), (500, 599), (600, 699), (700, 799), (800, 899), (900, 999)]
2025-04-04 07:47:12,759 | trial1_schema10_db.Creator | INFO     | Starting timer flush...
2025-04-04 07:47:15,779 | trial1_schema10_db.Creator | INFO     | Timer flush finished in 0:00:03.020495
2025-04-04 07:47:15,779 | trial1_schema10_db.Creator | INFO     | Starting timer indexing...
2025-04-04 07:48:15,464 | trial1_schema10_db.Creator | INFO     | Timer indexing finished in 0:00:59.684915
2025-04-04 07:48:15,464 | trial1_schema10_db.Creator | INFO     | Starting timer loading...
2025-04-04 07:48:17,287 | trial1_schema10_db.Creator | INFO     | Timer loading finished in 0:00:01.822701
2025-04-04 07:48:17,287 | trial1_schema10_db.Creator | INFO     | Starting timer flushing...
2025-04-04 07:48:17,791 | trial1_schema10_db.Creator | INFO     | Timer flushing finished in 0:00:00.503675
2025-04-04 07:48:17,796 | trial1_schema10_db.Creator | DEBUG    | Partition states: [{'state': <LoadState: Loaded>}, {'state': <LoadState: Loaded>}, {'state': <LoadState: Loaded>}, {'state': <LoadState: Loaded>}, {'state': <LoadState: Loaded>}, {'state': <LoadState: Loaded>}, {'state': <LoadState: Loaded>}, {'state': <LoadState: Loaded>}, {'state': <LoadState: Loaded>}, {'state': <LoadState: Loaded>}]
